id,player_api_id,player_name,birthday,height,weight,kg_weight,m_height,BMI
1026,171094,Ashton Taylor,1990-09-02 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
9180,292678,Romain Saiss,1990-03-26 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
8967,23091,Richard Stearman,1987-08-19 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
1350,35442,Bradley Jones,1982-03-19 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
3972,202180,Grant Hanley,1991-11-20 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
8911,242874,Ricardo Ferreira,1992-11-25 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
8824,292313,Raul Jimenez,1991-05-05 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
9358,40695,Ryan Shawcross,1987-10-04 00:00:00.000000 UTC,190.5,168,76.19047619047619,1.905,20.99475098421096
7414,488960,Michal Helik,1995-09-09 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
6977,154271,Martin Kelly,1990-04-27 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
9825,27685,Simone Missiroli,1986-05-23 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
2724,308842,Dobrivoj Rusov,1993-01-13 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
10957,33420,Yohann Poulard,1976-07-01 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
3542,35607,Frank Fahrenhorst,1977-09-24 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
1078,26372,Badara Sene,1984-11-19 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
7247,209296,Mavroudis Bougaidis,1993-06-01 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
10020,176889,Steven Caulker,1991-12-29 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
10305,651112,Tim Linthorst,1994-02-25 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
1756,304017,Christian Irobiso,1993-05-28 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
5816,354491,Khalid Boutaib,1987-04-24 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
2126,93218,Daniel Fanger,1988-08-11 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
8087,304355,Odisseas Vlachodimos,1994-04-26 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
9092,259296,Robin Knoche,1992-05-22 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
6587,109786,Marc McAusland,1988-08-13 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
739,72401,Andrej Rendla,1990-10-13 00:00:00.000000 UTC,190.5,170,77.097505668934232,1.905,21.244688495927758
1526,165889,Carlao,1986-08-01 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
95,180197,Adam Collin,1984-12-09 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
9141,34193,Roger Johnson,1983-04-28 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
4002,243250,Gregory Mertens,1991-02-02 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
5509,36771,Julian Schuster,1985-04-15 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
93,557396,Adam Buksa,1996-07-12 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
4963,503659,Joachim Andersen,1996-05-31 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8864,202215,Renan,1990-12-12 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
9352,94467,Ryan McGowan,1989-08-15 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
9125,675088,Rodrigo Hernandez,1996-06-22 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8809,230982,Raphael Varane,1993-04-25 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8913,38755,Ricardo Fuller,1979-10-31 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
11070,282473,Zouhair Feddal,1989-01-01 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
3736,243422,Geoffrey Castillion,1991-05-25 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8611,25792,Philippe Montandon,1982-07-15 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
9536,23837,Scott Dann,1987-02-14 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
7898,27031,Nico Pellatz,1986-07-08 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
6588,289118,Marc McCallum,1993-03-27 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
7526,31701,Mikael Lustig,1986-12-13 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
6809,257845,Mario Buehler,1992-02-05 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
9213,37177,Ronald Graafland,1979-04-30 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
5064,42573,Joey Didulica,1977-10-14 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
10208,25565,Thimothee Atouba,1982-02-17 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
6615,26953,Marcel Eger,1983-03-23 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
1424,346111,Bruno Godeau,1992-05-10 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8382,602493,Paul Bernardoni,1997-04-18 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
929,186975,Apostolos Vellios,1992-01-08 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
8220,174480,Oussama Darragi,1987-04-03 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
3351,45888,Ferry de Regt,1988-08-29 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
2259,39304,Dario Dainelli,1979-06-09 00:00:00.000000 UTC,190.5,172,78.004535147392289,1.905,21.494626007644555
6980,38188,Martin Lanig,1984-07-11 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
9556,318493,Sean Kelly,1993-11-01 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
8759,656698,Rafal Makowski,1996-08-05 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
7087,71908,Mathias Joergensen,1990-04-23 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
363,173913,Alen Melunovic,1990-01-26 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
5480,493731,Jubal,1993-08-29 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
2235,26451,Danny Koevermans,1978-11-01 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
781,47382,Andy Carroll,1989-01-06 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
5631,39330,Kari Arnason,1982-10-13 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
1850,23349,Clarke Carlisle,1979-10-14 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
6745,109650,Marco van Duin,1987-02-11 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
5564,289441,Jurgen Locadia,1993-11-07 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
7645,47340,Mohamadou Sissoko,1988-08-08 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
10662,49541,Vincenzo Fiorillo,1990-01-13 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
9839,38797,Sinan Bolat,1988-09-03 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
10545,134318,Valdas Trakys,1979-03-20 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
331,303484,Alejandro Galvez,1989-06-06 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
2139,172768,Daniel Hoeegh,1991-01-06 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
10452,166020,Tongo Hamed Doumbia,1989-08-06 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
7547,33960,Mikel Gonzalez,1985-09-24 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
2396,41175,David Ngog,1989-04-01 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
2464,41670,Davide Zoboli,1981-10-08 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
547,39978,Alou Diarra,1981-07-15 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
5408,147951,Josip Ilicic,1988-01-29 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
8176,13033,Orestis Karnezis,1985-07-11 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
9849,361793,Slimane Sissoko,1991-03-20 00:00:00.000000 UTC,190.5,174,78.911564625850332,1.905,21.74456351936135
5980,436553,Lasha Dvali,1995-05-14 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6455,277905,Maciej Kostrzewa,1991-05-16 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
10784,291131,Wilfried Zahibo,1993-08-21 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9588,69553,Sebastian Madera,1985-05-30 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
313,493418,Albion Avdijaj,1994-01-12 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2310,447413,Daryl Werker,1994-06-27 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
5606,150670,Kamil Glik,1988-02-03 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9701,553476,Sergio Rochet,1993-03-23 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
10271,280977,Tiago Ilori,1993-02-26 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
1792,269788,Christoph Kramer,1991-02-19 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6653,78908,Marcelo,1987-05-25 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
10508,190604,Ugo Gabrieli,1989-06-06 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
4315,282015,Ibrahim Obayomi,1992-09-09 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
8469,72448,Pavol Farkas,1985-03-27 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
511,111801,Alfred N'Diaye,1990-03-06 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
1779,39541,Christian Terlizzi,1979-11-25 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9953,30475,Stephan Keller,1979-05-31 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2426,30728,David Trezeguet,1977-10-15 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
1897,32706,Colin Nish,1981-03-07 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9160,31300,Rolando,1985-08-31 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6284,66757,Lucas Hradecky,1989-11-24 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6502,41117,Mamadou Bagayoko,1979-05-21 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
1357,178758,Bram Nuytinck,1990-05-04 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9059,41864,Roberto Colombo,1975-08-24 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
8301,192905,Pape Abdou Camara,1991-09-22 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9016,448811,Robbie Muirhead,1996-03-08 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6179,291642,Lionel Zouma,1993-09-10 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
7509,470361,Miguel Vieira,1990-10-08 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
3744,29471,Georg Niedermaier,1986-02-26 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
5665,212708,Kasper Larsen,1993-01-25 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2151,157249,Daniel Mojsov,1987-12-25 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6738,165952,Marco Silvestri,1991-03-02 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
5551,268213,Junior Lopes,1987-10-19 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2313,23288,Dave Kitson,1980-01-21 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2410,30918,David Rozehnal,1980-07-05 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
7430,252672,Michal Szromnik,1993-03-04 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
714,150464,Andrea Seculin,1990-07-14 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
6918,36056,Markus Bollmann,1981-01-06 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
7514,196957,Mihai Alexandru Roman,1992-05-31 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9201,391516,Romario,1992-01-15 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9498,196205,Santiago Garcia,1988-07-08 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
4164,127894,Hector Rodas,1988-03-07 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
4958,131403,Jo Coppens,1990-12-21 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
8678,40159,Przemyslaw Kazmierczak,1982-05-05 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
4570,275771,Jakub Wojcicki,1988-07-09 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
9818,111818,Simone Benedetti,1992-04-03 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
1205,36518,Benjamin Kessel,1987-10-01 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
2836,369859,Eddy Israfilov,1992-08-02 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
663,38170,Andre Mijatovic,1979-12-03 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
3949,91790,Gordon Smith,1991-02-14 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
5571,23932,Jussi Jaaskelainen,1975-04-19 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
527,261332,Alim Oezturk,1992-11-17 00:00:00.000000 UTC,190.5,176,79.818594104308389,1.905,21.994501031078148
5587,243501,Kai Heerings,1990-01-12 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
8414,25005,Paul Scharner,1980-03-11 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
8719,488710,Rafa Galvez,1993-05-20 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
10817,246331,Willy Boly,1991-02-03 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
483,210387,Alexandre Letellier,1990-12-11 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7588,31319,Milos Pavlovic,1983-11-27 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
1699,98401,Chiro N'Toko,1988-01-31 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7996,425962,Niklas Stark,1995-04-14 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
10405,69803,Tomas Necid,1989-08-13 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5421,427061,Jozo Simunovic,1994-08-04 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7209,41971,Mattia Notari,1979-05-20 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7661,24132,Mohamed Lamine Sissoko,1985-01-22 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
6765,498295,Marcos Vinicius,1991-06-27 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
1626,466308,Cedric Yambere,1990-11-06 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5031,26350,Jody Viviani,1982-01-25 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
4297,24000,Iain Turner,1984-01-26 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5799,110168,Kevin van Diermen,1989-07-03 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
3131,42327,Evangelos Mantzios,1983-04-22 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
11067,56929,Zoran Rendulic,1984-05-22 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
8324,113422,Pascal Schuerpf,1989-07-15 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
9687,37718,Sergio Fernandez,1977-05-23 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5713,17319,Kenny Deuchar,1980-08-06 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
4736,37410,Javier Martinez,1988-09-02 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5248,215930,Jordan Slew,1992-09-07 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
910,298941,Antonio Milic,1994-03-10 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
1306,46030,Bolatti,1985-02-17 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
5926,275751,Krzysztof Kaminski,1990-11-26 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
6993,22764,Martin Skrtel,1984-12-15 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
10316,514301,Timo Baumgartl,1996-03-04 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
2482,444186,De Amo,1990-01-13 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7912,39567,Nicola Pavarini,1974-02-24 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
4248,179759,Hoerdur Magnusson,1993-02-11 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7423,288328,Michal Nalepa,1993-01-22 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7537,264860,Mike van der Hoorn,1992-10-15 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
7704,25977,Morten Skoubo,1980-06-30 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
3955,557356,Gracjan Horoszkiewicz,1995-03-18 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
10597,109222,Vicente Guaita,1987-02-18 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
10837,13390,Wojciech Skaba,1984-04-09 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
4654,26683,Jan-Paul Saeijs,1978-06-29 00:00:00.000000 UTC,190.5,179,81.179138321995467,1.905,22.369407298653346
9321,40094,Rune Almenning Jarstein,1984-09-29 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
2114,42052,Daniel Ciofani,1985-07-31 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
3001,30960,Emmanuel Adebayor,1984-02-26 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4289,193322,Hyun-Jun Suk,1991-06-29 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4819,638618,Jelle de Lange,1998-01-30 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
1317,200917,Borja Baston,1992-08-25 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
5237,17875,Jordan Loties,1984-08-05 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
7293,512734,Mbaye Diagne,1991-10-28 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
10658,210443,Vincent Sasso,1991-02-16 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
10836,249057,Wojciech Pawlowski,1993-01-18 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
10806,466884,William Troost-Ekong,1993-09-01 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
8516,28468,Pedro Oldoni,1985-09-26 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
2192,42692,Daniele Padelli,1985-10-25 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
6512,164678,Mamadou Wague,1990-08-19 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
2441,39294,Davide Bassi,1985-04-12 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
2385,193870,David Mateos,1987-04-22 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
3300,177953,Felix Wiedwald,1990-03-15 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
2196,358155,Daniele Rugani,1994-07-29 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
863,46892,Anthony Weber,1987-06-11 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4803,38066,Jeff Strasser,1974-10-05 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
9913,31199,Stefan Kiessling,1984-01-25 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
6485,150041,Maicon,1988-09-14 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4118,41717,Hannu Tihinen,1976-07-01 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4999,524434,Joao Palinha,1995-07-09 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
4563,206822,Jakub Slowik,1991-08-31 00:00:00.000000 UTC,190.5,181,82.086167800453509,1.905,22.619344810370141
